timestamp,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
2013-01-13,2570.8690481699327,2472.963398659509,2425.1742481734923,2406.5442223942187,2444.4066072380615,2535.449691374575,2676.6501172465187,2883.7581901725143,3162.6510761151717,3336.685178505407,3418.684828745262,3445.607916056955,3421.174194763992,3386.040190729758,3362.6951752787213,3399.514373203535,3659.8993331724646,3876.530481415952,3836.8091222413964,3689.9515161566806,3519.12642865429,3266.4985765745364,3007.069871334478,2750.3564588051204
2013-01-14,2459.1614293022035,2377.3731478273025,2342.5851663259255,2348.681313550461,2434.73336318676,2680.7809493072245,3108.7996183073838,3375.5636835237783,3453.1588129335014,3522.129665766775,3556.228255253159,3558.8351919435463,3536.0974159618586,3520.4639550394395,3489.7285392304966,3498.310554683067,3731.372339409591,3968.7065162266554,3956.0461724922015,3809.150099606304,3654.284884994684,3405.811135999278,3080.477406440696,2815.9806614772915
2013-01-15,2698.468825955311,2607.2195290602795,2567.4384058603287,2570.841671257247,2659.6479283804456,2921.3497439456646,3388.755735906723,3626.225741428641,3644.8878458654453,3658.559257908991,3654.6323971443926,3636.4780054880466,3606.535416073287,3578.2460352323606,3556.5192843792806,3594.2500244587422,3840.8425445711973,4096.0410317998485,4098.788445462388,3979.0711245391963,3803.3000879280194,3551.1432375996487,3224.2791979315084,2960.780060916682
2013-01-16,2813.4745034783195,2721.000432844662,2679.7781280056734,2682.2787800155616,2785.9148426872007,3072.9311853819836,3526.3690853832377,3756.085868034427,3784.6052629398173,3790.4795628631223,3795.5129039110034,3775.5072400036643,3733.2442155379695,3717.2013620048183,3686.909294686143,3719.6743971142187,3961.142064997135,4190.065416087192,4162.232180395491,4028.3354964317577,3836.524721762101,3569.9683984447265,3257.7322450968304,2984.4975372684235
2013-01-17,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-18,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-19,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-20,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-21,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-22,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-23,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-24,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-25,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-26,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-27,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-28,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-29,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-30,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-31,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-01,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-02,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-03,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-04,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-05,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-06,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-07,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-08,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-09,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-10,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-11,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-12,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-13,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-14,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-15,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-16,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-17,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-18,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-19,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-20,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-21,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-22,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-23,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-24,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-25,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-26,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-27,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-28,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-01,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-02,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-03,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-04,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-05,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-06,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-07,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-08,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-09,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-10,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-11,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-12,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-13,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-14,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-15,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-16,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-17,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-18,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-19,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-20,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-21,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-22,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-23,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-24,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-25,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-26,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-28,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-29,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-30,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-01,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-02,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-03,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-04,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-05,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-06,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-07,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-08,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-09,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-10,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-11,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-12,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-13,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-14,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-15,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-16,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-17,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-18,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-19,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-20,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-21,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-22,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-23,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-24,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-25,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-26,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-27,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-28,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-29,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-30,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-01,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-02,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-03,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-04,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-05,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-06,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-07,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-08,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-09,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-10,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-11,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-12,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-13,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-14,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-15,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-16,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-17,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-18,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-19,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-20,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-21,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-22,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-23,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-24,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-25,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-26,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-27,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-28,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-29,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-30,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-31,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-01,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-02,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-03,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-04,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-05,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-06,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-07,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-08,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-09,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-10,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-11,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-12,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-13,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-14,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-15,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-16,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-17,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-18,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-19,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-20,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-21,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-22,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-23,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-24,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-25,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-26,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-27,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-28,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-29,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-01,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-02,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-03,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-04,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-05,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-06,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-07,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-08,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-09,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-10,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-11,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-12,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-13,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-14,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-15,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-16,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-17,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-18,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-19,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-20,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-21,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-22,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-23,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-24,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-25,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-26,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-27,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-28,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-29,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-30,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-31,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-01,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-02,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-03,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-04,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-05,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-06,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-07,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-08,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-09,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-10,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-11,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-12,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-13,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-14,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-15,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-16,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-17,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-18,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-19,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-20,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-21,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-22,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-23,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-24,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-25,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-26,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-27,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-28,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-29,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-30,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-31,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-01,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-02,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-03,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-04,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-05,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-06,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-07,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-08,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-09,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-10,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-11,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-12,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-13,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-14,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-15,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-16,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-17,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-18,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-19,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-20,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-21,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-22,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-23,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-24,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-25,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-26,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-27,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-28,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-29,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-01,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-02,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-03,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-04,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-05,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-06,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-07,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-08,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-09,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-10,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-11,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-12,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-13,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-14,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-15,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-16,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-17,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-18,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-19,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-20,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-21,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-22,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-23,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-24,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-25,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-26,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-27,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-28,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-29,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-30,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-31,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-01,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-02,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-03,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-04,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-05,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-06,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-07,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-08,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-09,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-10,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-11,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-12,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-13,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-14,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-15,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-16,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-17,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-18,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-19,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-20,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-21,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-22,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-23,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-24,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-25,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-27,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-28,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-29,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-30,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-01,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-02,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-03,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-04,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-05,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-06,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-07,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-08,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-09,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-10,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-11,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-12,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-13,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-14,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-15,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-16,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-17,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-18,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-19,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-20,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-21,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-22,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-23,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-24,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-25,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-26,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-27,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-28,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-29,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-30,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-01,,,,,,,,,,,,,,,,,,,,,,,,
